kind,step,loss
train,312,0.13060086234655735
train,313,0.41622958263070353
train,314,0.32035939729906776
train,315,0.10627995104630678
train,316,0.9165166226680526
train,317,0.17944078026884475
train,318,0.11123770344850073
train,319,0.5534168726062515
train,320,0.10759694694813916
train,321,0.10282790019256169
train,322,0.1384924711054531
train,323,0.2163526788087387
train,324,0.6547468405015489
train,325,0.5931061832100665
train,326,0.3804474562276532
train,327,0.7006802179681182
train,328,0.32488053001411443
train,329,0.22930117963232882
train,330,0.10892772976154372
train,331,0.4208788037924359
train,332,0.1210720334783156
train,333,0.1766166270484748
train,334,0.8205806996560302
train,335,0.3634797033530914
train,336,0.09785647840909208
train,337,0.5677682420537469
train,338,0.1547750429332915
train,339,0.28059590053993116
train,340,0.27589149129353296
train,341,0.09735604212246475
train,342,0.13353173108396163
train,343,0.6256127872102981
train,344,0.729315046204898
train,345,0.4618793125500786
train,346,0.8018319699109503
train,347,0.3184661579674119
train,348,0.0923611349222138
train,349,0.19537252169949057
train,350,0.37244047849087636
train,351,0.5894989312969919
train,352,0.1168215455535531
train,353,0.28319412979749664
train,354,0.5494375091704123
train,355,0.4299660065890642
train,356,0.1757224759574021
train,357,0.508588036707688
train,358,0.3149070503952711
train,359,0.1377650820805579
train,360,0.33966959721238715
train,361,0.3802508831074691
train,362,0.33414436904044736
train,363,0.40492400223764274
train,364,0.36541330986223014
train,365,0.6284346722982324
train,366,0.12636258313617757
train,367,0.30749713426490694
train,368,0.6314711713807749
train,369,0.16188839084180273
train,370,0.20536099681849018
train,371,0.17044706979503613
train,372,0.21937105264558582
train,373,0.2843138142388817
train,374,0.48536615678045486
train,375,0.3446069230632886
train,376,0.1363407464166429
train,377,0.5229729498873966
train,378,0.6449861385724771
train,379,0.3255738997709777
train,380,0.49323736701435544
train,381,0.6240921585811263
train,382,0.09216425557282928
train,383,0.3679062117319494
train,384,0.311663328060603
train,385,0.37967900332960275
train,386,0.49364431591943153
train,387,0.24780355296172443
train,388,0.7504072028136023
train,389,0.1977802154848478
train,390,0.15463749157117126
train,391,0.5641506694642453
train,392,0.6307635903708418
train,393,0.06952164542757931
train,394,0.15289279081950885
train,395,0.09873957649487858
train,396,0.22102225899507716
train,397,0.10793980987005244
train,398,0.24617709368278265
train,399,0.09817947932199997
train,400,0.8478172423125888
train,401,0.259283312742145
train,402,0.18408228073922933
train,403,0.41340786734545754
train,404,0.22789420177880565
train,405,0.2592880071739719
train,406,0.16673902674902527
train,407,0.21162797699057767
train,408,0.6909946561880683
train,409,0.11024583699429462
train,410,0.12104448899099358
train,411,0.5231877687118625
train,412,0.12665551237602826
train,413,0.5121051724317043
train,414,0.5177309289677621
train,415,0.51464504599932
train,416,0.11971610701584624
train,417,0.19118501752332429
train,418,0.2618758372904173
train,419,0.13000786824445726
train,420,0.22888146480085725
train,421,0.12941307458966225
train,422,0.23142433425296735
train,423,0.14235760768958064
train,424,0.44543023494241935
train,425,0.4646517597988161
train,426,0.39869212535809584
train,427,0.10988150936217024
train,428,0.29861403395724184
train,429,0.1823302386382806
train,430,0.38485171310957106
train,431,0.4994835709302475
train,432,0.6425828977444493
train,433,0.1148978461206571
train,434,0.4323088506496982
train,435,0.07704885081072857
train,436,0.12705278218534577
train,437,0.15775715913261712
train,438,1.0278874568651772
train,439,0.31334933945946164
train,440,0.35263426634654643
train,441,0.09592543712597458
train,442,0.09796895447553472
train,443,0.3729007986244156
train,444,0.3108601384610155
train,445,0.9478263710521512
train,446,0.5385381728705269
train,447,0.5350078998022815
train,448,0.3139491478837232
train,449,0.3966671255586719
train,450,0.13738358665346903
train,451,0.5744127607476982
train,452,0.12869149604524033
train,453,0.36210436198891166
train,454,0.39417510797237343
train,455,0.21974374953228284
train,456,0.15519722130963565
train,457,0.16095967084616467
train,458,0.6741926627631274
train,459,0.1557546269364934
train,460,0.3743926404847353
train,461,0.5152564968895009
train,462,0.18333590452485019
train,463,0.4233698994664156
train,464,0.13791052451963068
train,465,0.281179112173432
train,466,0.14822839608637717
train,467,0.5019541048608958
train,468,0.10051155250922783
train,469,0.10631267865309721
train,470,0.12472576463129839
train,471,0.12462915846240308
train,472,0.332783955798485
train,473,0.5566699872805696
train,474,1.0467405266029886
train,475,0.24404413258450874
train,476,0.5499398199552571
train,477,0.8850364888020135
train,478,0.15567006479097645
train,479,0.5710544732415048
train,480,0.47155116591759794
train,481,0.4873034917696158
train,482,0.1346615455455573
train,483,0.15407360627794833
train,484,0.27373515966085604
train,485,0.38525498921362844
train,486,0.10131708325239709
train,487,0.37429160655982485
train,488,0.275311944869725
train,489,0.0947618025605354
train,490,0.12266536945396765
train,491,0.48862154812019293
train,492,0.13921446355456948
train,493,0.1820245204195212
train,494,0.10311160530826119
train,495,0.11971203528858611
train,496,0.1407235387254848
train,497,0.46069625721073476
train,498,0.6478846930484554
train,499,0.7175526749729547
val,0,611.29785432333
val,1,442.9454209100599
val,2,3756.842292267156
val,3,419.83054774760353
val,4,5988.962970529787
val,5,589.7087591850376
val,6,445.0481070590826
val,7,528.6098074895498
val,8,364.48198958954515
val,9,798.7292953164924
val,10,634.2777369729164
val,11,374.287136236148
val,12,881.9173919176264
val,13,426.61839787919286
val,14,466.8219421467948
val,15,388.97444516956523
val,16,935.4455500211794
val,17,764.2491982805147
val,18,572.5704927205056
val,19,20235.958636237367
val,20,327.1216016145072
val,21,5440.447525542355
val,22,482.25382508061153
val,23,375.11263887201596
val,24,398.1027827516444
val,25,447.7573836650605
val,26,388.6233712536829
val,27,709.9426022428074
val,28,378.61817292194
val,29,682.1952238027136
val,30,518.5013517524313
val,31,424.7200663847919
val,32,467.0412055940511
val,33,796.972172909593
val,34,529.9936587210182
val,35,402.7700433301357
val,36,604.3035305318703
val,37,2533.5362255132527
val,38,379.5214813767409
val,39,559.1905011030583
val,40,726.8941131146216
val,41,590.2272364589284
val,42,797.7842049141271
val,43,9292.200839470835
val,44,395.4018048813033
val,45,509.6286617234604
val,46,349.429561654099
val,47,2588.568663309819
val,48,628.8856275475667
val,49,364.3215263716364
val,50,363.7851589206757
val,51,453.7442570028242
val,52,11965.19187408308
val,53,1005.7368968896191
val,54,529.2496323705533
val,55,343.3309743640238
val,56,1388.2399321336095
val,57,547.3033085591854
val,58,983.1936763028847
val,59,2946574.2914058077
val,60,683.2132098873043
val,61,561.5525043972931
val,62,17381.64311616434
val,63,327.2081641776071
val,64,6646.824277072291
val,65,1528.2628269184272
val,66,447.2282631083341
val,67,331.9654351853947
val,68,1244.2230122249725
val,69,1344.0280259332148
val,70,313.30305802610184
val,71,31969.678446732036
val,72,1072.6585842881636
val,73,399.7725357324507
val,74,972.1283853712556
val,75,328.6451312258935
val,76,357.0394253518033
val,77,352.78884318031993
val,78,707.3667231797808
val,79,322.3846371676264
val,80,590.6454741430343
val,81,1039.6482162645616
val,82,536.8192796996659
val,83,495.5774296350921
val,84,1980.8207231882154
val,85,534.4305431496856
val,86,619.3298728770158
val,87,1047.786048297757
val,88,782.7799775008731
val,89,461.46071069993695
val,90,490.06094590876086
val,91,1025.2910647551753
val,92,328.84315276149385
val,93,331.6460863265307
val,94,552.6651909882115
val,95,463.5603296749185
val,96,1178.28501011794
val,97,298.51620646988295
val,98,2435.3346318824506
val,99,1810.8252626514861
